ID,FORM,LEMMA,UPOS,XPOS,FEATS,HEAD,DEPREL,DEPS,MISC,GLOSS,ETYMO,CDIAL,JAMBU
11,likhāpitā,likhāpaya,VERB,_,"Case=Nom|Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part|Voice=Cau,Pass",0,root,_,Gloss=has-been-caused-to-be-written,write.ᴄᴀᴜs:ᴘᴘᴘ:ɴᴏᴍ.ꜰ.sɢ,likʰáti,11048,link
,,,,,,,,,,,,,
text = hida no kichi jāvaṃ ālabhi[t]u pajohitaviye,,,,,,,,,,,,,
1,hida,hida,ADV,_,AdvType=Loc,6,advmod:lmod,_,Gloss=here,here,idʰá,1605,link
2,no,no,PART,_,Polarity=Neg,6,advmod:lmod,_,Gloss=not,ɴᴇɢ,nṓ,7607,link
3,kichi,kichi,DET,_,PronType=Ind,4,det,_,Gloss=any,any,kíṃcid-,3144,link
4,jāvaṃ,jāva,NOUN,_,Case=Acc|Gender=Neut|Number=Sing,5,obj,_,Gloss=living-being,living_being:ɴᴏᴍ.ɴ.sɢ,jīvá,5239,link
5,ālabhitu,ālabha,VERB,_,VerbForm=Conv,6,advcl,_,Gloss=be-killed-and|Orig=ālabhi[t]u,kill:ᴄɴᴠ,ā́rabʰatē,1305,link
6,pajohitaviye,pajoha,VERB,_,Case=Nom|Gender=Neut|Number=Sing|Tense=Future|VerbForm=Part|Voice=Pass,0,root,_,Gloss=must-be-sacrificed,sacrifice.ᴏᴠᴀ:ɴᴏᴍ.ɴ.sɢ,pra-juhvati,,_
,,,,,,,,,,,,,
text = / no pi ca samaje kaṭaviye,,,,,,,,,,,,,
1,no,no,PART,_,Polarity=Neg,5,advmod:neg,_,Gloss=no,ɴᴇɢ,nṓ,7607,link
2,pi,pi,ADV,_,_,5,advmod:emph,_,Gloss=also,=ᴇᴍᴘʜ,ápi,485,link
3,ca,ca,CCONJ,_,_,5,cc,_,Gloss=and,=and,ca,4533,link
4,samaje,samaja,NOUN,_,Case=Nom|Gender=Masc|Number=Sing,5,obj,_,Gloss=festival-meeting,festival_meeting:ɴᴏᴍ.ᴍ.sɢ,samāja-,13207,link
5,kaṭaviye,karo,VERB,_,Case=Nom|Gender=Masc|Number=Sing|Tense=Future|VerbForm=Part|Voice=Pass,0,root,_,Gloss=must-be-held,do.ᴏᴠᴀ:ɴᴏᴍ.ᴍ.sɢ,kr̩tá-,2814,link
,,,,,,,,,,,,,
text = bahukaṃ hi dosaṃ samājasa drakhati Devānaṃpiye Piyadasī lājā,,,,,,,,,,,,,
1,bahukaṃ,bahuka,DET,_,Case=Acc|Gender=Masc|Number=Sing,3,det,_,Gloss=much,much:ᴀᴄᴄ.ᴍ.sɢ,bahuka-,9187,link
2,hi,hi,PART,_,_,1,advmod:emph,_,Gloss=for,=for,hí,,_
3,dosaṃ,dosa,NOUN,_,Case=Acc|Gender=Masc|Number=Sing,5,obj,_,Gloss=evil,evil:ᴀᴄᴄ.ᴍ.sɢ,dōṣa-,6587,link
4,samājasa,samāja,NOUN,_,Case=Gen|Gender=Masc|Number=Sing,5,obl:lmod,_,Gloss=festival-meetings,festival_meeting:ʟᴏᴄ.ᴍ.sɢ,samāja-,13207,link
5,drakhati,drakha,VERB,_,Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbFrom=Fin|Voice=Act,0,root,_,Gloss=sees,see:ᴘʀs.ᴀᴄᴛ.3sɢ,*drakṣati,6507,link
6-7,Devānaṃpiye,_,_,_,_,_,_,_,_,beloved_of_the_Gods:ɴᴏᴍ.ᴍ.sɢ,_,_,_
6,devānaṃ,deva,NOUN,_,Case=Gen|Gender=Masc|Number=Plur,7,nmod,_,Gloss=of-the-Gods,_,dēvá-,6523,link
7,piye,piya,ADJ,_,Case=Nom|Gender=Masc|Number=Sing,10,nmod:desc,_,Gloss=beloved,_,priyá-,8974,link
8-9,Piyadasī,_,_,_,_,_,_,_,_,friendly_looking:ɴᴏᴍ.ᴍ.sɢ,_,_,_
8,Piya  ,piya,ADJ,_,Compound=Yes|Gender=Masc,9,amod,_,Gloss=friendly,_,priyá-,8974,link
9,dasī,dasin,ADJ,_,Case=Nom|Gender=Masc|Number=Sing,10,nmod:desc,_,Gloss=looking,_,darśin-,,_
10,lājā,lājan,NOUN,_,Case=Nom|Gender=Masc|Number=Sing,5,nsubj,_,Gloss=king,king:ɴᴏᴍ.ᴍ.sɢ,rā́jan-,10679,link
,,,,,,,,,,,,,
text = athi pi cu ekatiyā samājā sādhu-matā Devānaṃpiyasa / Piyadrasine lājine,,,,,,,,,,,,,
1,athi,as,VERB,_,Mood=Ind|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,0,root,_,Gloss=there-are,be:ᴘʀs.ᴀᴄᴛ.3ᴘʟ,ásti,977,link
2,pi,pi,ADV,_,_,1,advmod:emph,_,Gloss=also,=ᴇᴍᴘʜ,ápi,485,link
3,cu,cu,CCONJ,_,_,1,cc,_,Gloss=but,=but,tú+ca,,_
4,ekatiyā,ekatiya,DET,_,PronType=Ind,5,det,_,Gloss=some,some:ɴᴏᴍ.ᴍ.ᴘʟ,,,_
5,samājā,samāja,NOUN,_,Gender=Masc|Number=Plur|Case=Nom,1,obj,_,Gloss=festival-meetings,meeting:ɴᴏᴍ.ᴍ.ᴘʟ,samāja-,13207,link
6-7,sādhu-matā,_,_,_,_,_,_,_,_,meritorious_considered:ɴᴏᴍ.ᴍ.ᴘʟ,_,_,_
6,sādhu,sādhu,ADV,_,AdvType=Man,7,advmod,_,Gloss=meritorious,_,sādhú,13337,link
7,matā,mana,VERB,_,Case=Nom|Gender=Masc|Number=Plur|Tense=Past|VerbForm=Part|Voice=Pass,5,acl,_,Gloss=considered,_,mányatē,9857,link
8-9,Devānaṃpiyasa,_,_,_,_,_,_,_,_,beloved_of_the_Gods:ɢᴇɴ.ᴍ.sɢ,_,_,_
8,devānaṃ,deva,NOUN,_,Case=Gen|Gender=Masc|Number=Plur,9,nmod,_,Gloss=of-the-Gods,_,dēvá-,6523,link
9,piyasa,piya,ADJ,_,Case=Gen|Gender=Masc|Number=Sing,12,nmod:desc,_,Gloss=beloved,_,priyá-,8974,link
10-11,Piyadrasine,_,_,_,_,_,_,_,_,friendly_looking:ɢᴇɴ.ᴍ.sɢ,_,_,_
10,piya,piya,ADJ,_,Compound=Yes|Gender=Masc,11,amod,_,Gloss=friendly,_,priyá-,8974,link
11,drasine,drasin,ADJ,_,Case=Gen|Gender=Masc|Number=Sing,12,nmod:desc,_,Gloss=looking,_,darśin-,,_
12,lājine,lājan,NOUN,_,Case=Gen|Gender=Masc|Number=Sing,7,nsubj,_,Gloss=by-king,king:ɢᴇɴ.ᴍ.sɢ,rā́jan-,10679,link
,,,,,,,,,,,,,
text = puluvaṃ mahā[nasa]si Devānaṃpiyasa Piyadasine lājine anudivasaṃ bah[ū]ni pana-sata-sah[a]sāni ālabhiyisu sūpa[ṭh]āye,,,,,,,,,,,,,
1,puluvaṃ,puluva,ADV,_,AdvType=Tim,14,advmod:tmod,_,Gloss=formerly,formerly,*pūruva,8343,link
2,mahānasasi,mahānasa,NOUN,_,Case=Loc|Gender=Neut,14,obl:lmod,_,Gloss=in-the-kitchen|Orig=mahā[nasa]si,kitchen:ʟᴏᴄ.ɴ.sɢ,mahānasá-,9943,link
3-4,Devānaṃpiyasa,_,_,_,_,_,_,_,_,beloved_of_the_Gods:ɢᴇɴ.ᴍ.sɢ,_,_,_
3,devānaṃ,deva,NOUN,_,Case=Gen|Gender=Masc|Number=Plur,4,nmod,_,Gloss=of-the-Gods,_,dēvá-,6523,link
4,piyasa,piya,ADJ,_,Case=Gen|Gender=Masc|Number=Sing,7,nmod:desc,_,Gloss=beloved,_,priyá-,8974,link
5-6,Piyadasine,_,_,_,_,_,_,_,_,friendly_looking:ɢᴇɴ.ᴍ.sɢ,_,_,_
5,piya,piya,ADJ,_,Compound=Yes|Gender=Masc,6,amod,_,Gloss=friendly,_,priyá-,8974,link
6,dasine,dasin,ADJ,_,Case=Gen|Gender=Masc|Number=Sing,7,nmod:desc,_,Gloss=looking,_,darśin-,,_
7,lājine,lājan,NOUN,_,Case=Gen|Gender=Masc|Number=Sing,2,nmod,_,Gloss=by-king,king:ɢᴇɴ.ᴍ.sɢ,rā́jan-,10679,link
8-9,anudivasaṃ,_,_,_,_,_,_,_,_,_,,,_
8,anu ,anu,DET,_,PronType=Tot,9,det,_,Gloss=every,every,ánu-,,_
9,divasaṃ,divasa,NOUN,_,Case=Nom|Gender=Neut|Number=Sing,14,obl:tmod,_,Gloss=day,day:ɴᴏᴍ.ɴ.sɢ,divasá-,6333,link
10,bahūni,bahu,ADJ,_,Case=Acc|Gender=Neut|Number=Sing,13,amod,_,Gloss=many|Orig=bah[ū]ni,many:ɴᴏᴍ.ɴ.ᴘʟ,bahú-,9187,link
11-13,pana-sata-sahasāni,_,_,_,_,_,_,_,_,hundred_thousands_of_living_being:ɴᴏᴍ.ɴ.ᴘʟ,_,_,_
11,pana ,pana,NOUN,_,Compound=Yes|Gender=Masc,12,compound,_,Gloss=living,_,prāṇá-,8928,link
12,sata,sata,NOUN,_,Compound=Yes|Gender=Neut,13,compound,_,Gloss=being,_,sattvá-,13111,link
13,sahasāni,sahasa,NUM,_,Case=Acc|Number=Plur|Gender=Masc,14,obj,_,Gloss=hundred-thousands-of|Orig=sah[a]sāni,_,sahásra-,13307,link
14,ālabhiyisu,ālabhaya,VERB,_,Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbFrom=Fin|Voice=Pass,0,root,_,Gloss=were-killed,kill.ᴘᴀss:ᴀᴏʀ.3ᴘʟ ,ā́rabʰatē,1305,link
15-16,sūpaṭhāye,_,NUM,_,_,_,_,_,_,_,_,_,
15,sūpa,sūpa,NOUN,_,Gender=Masc|Compound=Yes,14,obl,_,Gloss=curry,soup,sū́pa-,13571,link
16,aṭhāye,aṭha,ADP,_,Gender=Masc|Number=Sing|Case=Dat,15,case,_,Gloss=for-the-sake-of|Orig=[ṭh]āye,for_the_sake_of,ártʰa-,638,link
,,,,,,,,,,,,,
text = se aja adā iyaṃ dhaṃma-lipī likhitā tiṃni yeva pānāni āla[ṃ]bhiyaṃti duve majūlā eke mige se pi cu mige no dhuvaṃ,,,,,,,,,,,,,
1,se,sa,CCONJ,_,_,11,cc,_,Gloss=but,but,sá-,12815,link
2,aja,aja,ADV,_,AdvType=Tim,11,advmod:tmod,_,Gloss=now,today,adyá-,242,link
3,adā,adā,SCONJ,_,PronType=Rel,7,mark,_,Gloss=when,when,yadā́,10409,link
4,iyaṃ,idaṃ,DET,_,PronType=Dem,6,det,_,Gloss=this,this:ɴᴏᴍ.ꜰ.sɢ,iyáṃ,587,link
5-6,dhaṃma-lipī,_,_,_,_,_,_,_,_,rescript_on_morality:ɴᴏᴍ.ꜰ.sɢ,_,_,_
5,dhaṃma,dhaṃma,NOUN,_,Compound=Yes|Gender=Masc,6,compound,_,Gloss=morality,_,dʰárma-,6753,link
6,lipī,lipi,NOUN,_,Case=Nom|Gender=Fem|Number=Sing,7,obj,_,Gloss=rescript,_,lipi-,11058,link
7,likhitā,likha,VERB,_,Case=Nom|Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass,11,advcl,_,Gloss=is-written,write:ᴘᴘᴘ:ɴᴏᴍ.ꜰ.sɢ,likʰitá,11050,link
8,tiṃni,tiṃni,NUM,_,Case=Num|Gender=Neut|NumType=Card,10,nummod,_,Gloss=three,3,trī́ṇi,5994,link
9,yeva,yeva,PART,_,_,8,advmod:emph,_,Gloss=only,=ᴇᴍᴘʜ,ēváṃ,2527,link
10,pānāni,pāna,NOUN,_,Case=Acc|Gender=Neut|Number=Plur,11,obj,_,Gloss=animals,animal:ɴᴏᴍ.ɴ.ᴘʟ,prāṇá-,8928,link
11,ālaṃbhiyaṃti,ālaṃbhiya,VERB,_,Mood=Plur|Number=Plur|Person=3|Tense=Present|VerbForm=Fin|Voice=Pass,0,root,_,Gloss=are-being-killed|Orig=āla[ṃ]bhiyaṃti,kill.ᴘᴀss:ᴘʀs.3ᴘʟ,ā́rabʰatē,1305,link
12,duve,duva,NUM,_,Case=Nom|Gender=Masc|NumType=Card,13,nummod,_,Gloss=two,2,*duva-,6648,link
13,majūlā,majūla,NOUN,_,Case=Nom|Gender=Masc|Number=Plur,11,parataxis,_,Gloss=peacocks,peacock:ɴᴏᴍ.ᴍ.ᴘʟ,*majjūra-,9865,link
14,eke,eka,NUM,_,Case=Nom|Gender=Masc|NumType=Card,15,nummod,_,Gloss=one,1,ḗka-,2462,link
15,mige,miga,NOUN,_,Case=Nom|Gender=Masc|Number=Sing,13,conj,_,Gloss=deer,deer:ɴᴏᴍ.ᴍ.sɢ,mr̩gá-,10264,link
16,se,sa,DET,_,PronType=Dem,19,det,_,Gloss=this,this.ɴᴏᴍ.ᴍ.sɢ,sá-,12815,link
17,pi,pi,ADV,_,_,16,advmod:emph,_,Gloss=even,=ᴇᴍᴘʜ,ápi,485,link
18,cu,cu,CCONJ,_,_,16,cc,_,Gloss=but,=but,tú+ca,,_
19,mige,miga,NOUN,_,Case=Nom|Gender=Masc|Number=Sing,13,conj,_,Gloss=deer,deer:ɴᴏᴍ.ᴍ.sɢ,mr̩gá-,10264,link
20,no,no,PART,_,Polarity=Neg,21,advmod,_,Gloss=not,ɴᴇɢ,nṓ,7607,link
21,dhuvaṃ,dhuva,ADV,_,AdvType=Man,19,orphan,_,Gloss=regularly,regularly,dʰruvá-,6892,link
,,,,,,,,,,,,,
text = etāni pi cu tiṃni pānāni / pachā no āla[bh]iyisamti,,,,,,,,,,,,,
1,etāni,eta,DET,_,Case=Nom|Gender=Masc|Number=Plur|PronType=Dem,5,det,_,Gloss=these,these.ɴᴏᴍ.ᴍ.ᴘʟ,ēta-,2530,link
2,pi,pi,ADV,_,_,1,advmod:emph,_,Gloss=even,=ᴇᴍᴘʜ,ápi,485,link
3,cu,cu,CCONJ,_,_,1,cc,_,Gloss=but,=but,tú+ca,,_
4,tiṃni,tiṃni,NUM,_,Case=Nom|Gender=Neut|NumType=Card,5,nummod,_,Gloss=three,3,trī́ṇi,5994,link
5,pānāni,pāna,NOUN,_,Polarity=Neg,8,obj,_,Gloss=animals,animal:ɴᴏᴍ.ɴ.ᴘʟ,prāṇá-,8928,link
6,pachā,pachā,ADV,_,AdvType=Tim,8,advmod:tmod,_,Gloss=in-future,in_future,paścā́t,7999,link
7,no,no,PART,_,Polarity=Neg,8,advmod:neg,_,Gloss=not,ɴᴇɢ,nṓ,7607,link
8,ālabhiyisaṃti,ālabhiya,VERB,_,Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Pass,0,root,_,Gloss=shall-be-killed|āla[bh]iyisaṃti,kill.ᴘᴀss:ꜰᴜᴛ.3ᴘʟ,ā́rabʰatē,1305,link
